,name,zipcode,county_string,rating,review_count,category
2611,Mike's Italian Kitchen,27545,"Wake County, North Carolina",3.5,70,Italian
2612,Sopranos Grill,27610,"Wake County, North Carolina",4.0,87,Italian
2613,Vic's Italian Restaurant & Pizzeria,27607,"Wake County, North Carolina",4.0,72,Italian
2614,Assaggio's,27613,"Wake County, North Carolina",4.0,128,Italian
2615,Vic's Italian Restaurant & Pizzeria,27601,"Wake County, North Carolina",3.5,148,Italian
2616,Dino's Capri Restaurant,27615,"Wake County, North Carolina",4.0,59,Italian
2617,Frank's Pizza & Italian Restaurant,27610,"Wake County, North Carolina",4.5,78,Italian
2618,Caffe Luna,27601,"Wake County, North Carolina",3.5,202,Italian
2619,Cafe Tiramisu,27609,"Wake County, North Carolina",4.0,51,Italian
2620,Taqueria El Toro,27603,"Wake County, North Carolina",4.5,216,Mexican
2621,Salt & Lime Cabo Grill,27609,"Wake County, North Carolina",4.5,545,Mexican
2622,Mi Cancun,27560,"Wake County, North Carolina",4.5,355,Mexican
2623,Jose and Sons,27601,"Wake County, North Carolina",4.0,389,Mexican
2624,Centro,27601,"Wake County, North Carolina",4.0,308,Mexican
2625,Totopos Street Food & Tequila,27511,"Wake County, North Carolina",4.0,365,Mexican
2626,Gonza Tacos Y Tequila,27607,"Wake County, North Carolina",4.0,151,Mexican
2627,La Santa Modern Mexican Food,27603,"Wake County, North Carolina",4.0,91,Mexican
2628,Gonza Tacos y Tequila,27615,"Wake County, North Carolina",4.5,446,Mexican
2629,Los Cuates,27609,"Wake County, North Carolina",4.0,110,Mexican
2630,Salsa Azteca Mexican Grill,27545,"Wake County, North Carolina",4.0,32,Mexican
2631,Viva Mexican Kitchen,27560,"Wake County, North Carolina",4.0,196,Mexican
2632,Virgil's Original Taqueria,27601,"Wake County, North Carolina",4.0,102,Mexican
2633,Mi Cancun,27615,"Wake County, North Carolina",4.0,129,Mexican
2634,Esmeralda Grill,27511,"Wake County, North Carolina",4.5,41,Mexican
2635,La Cocina,27529,"Wake County, North Carolina",4.0,90,Mexican
2636,San Marcos Mexican Restaurant,27612,"Wake County, North Carolina",4.0,65,Mexican
2637,Toreros Mexican Restaurant,27604,"Wake County, North Carolina",4.0,117,Mexican
2638,El Tapatio Mexican Restaurant,27610,"Wake County, North Carolina",4.0,74,Mexican
2639,Tacos Y Mariscos Vallarta,27604,"Wake County, North Carolina",4.0,76,Mexican
2640,La Carreta Mexican Restaurant,27605,"Wake County, North Carolina",3.5,72,Mexican
2641,Mi Cancun,27540,"Wake County, North Carolina",4.0,78,Mexican
2642,Chubby's Tacos,27607,"Wake County, North Carolina",4.0,343,Mexican
2643,Don Beto's Tacos,27603,"Wake County, North Carolina",4.5,19,Mexican
2644,La Zacatecana,27529,"Wake County, North Carolina",5.0,5,Mexican
2645,Gringo A Go-Go,27601,"Wake County, North Carolina",3.5,202,Mexican
2646,El Senor,27545,"Wake County, North Carolina",4.0,70,Mexican
2647,Xoco Mexican Bar & Grill,27603,"Wake County, North Carolina",3.5,33,Mexican
2648,Tlaquepaque Mexican Cuisine,27587,"Wake County, North Carolina",4.0,106,Mexican
2649,El Rodeo,27613,"Wake County, North Carolina",4.0,174,Mexican
2650,La Rancherita,27612,"Wake County, North Carolina",3.5,79,Mexican
2651,Los Tres Magueyes,27560,"Wake County, North Carolina",4.0,67,Mexican
2652,Tacos Mexico Restaurant,27526,"Wake County, North Carolina",4.0,70,Mexican
2653,El Rodeo Mexican Restaurant,27608,"Wake County, North Carolina",3.5,39,Mexican
2654,Chuy's,27609,"Wake County, North Carolina",3.5,255,Mexican
2655,La Rancherita Mexican Restaurant,27502,"Wake County, North Carolina",4.0,98,Mexican
2656,El Pollo Rico Restaurant,27604,"Wake County, North Carolina",4.5,26,Mexican
2657,El Taco Market,27610,"Wake County, North Carolina",4.0,37,Mexican
2658,Los Cuates,27604,"Wake County, North Carolina",4.0,44,Mexican
2659,Fiesta Mexicana Garner,27529,"Wake County, North Carolina",4.0,55,Mexican
2660,El Cuscatleco,27511,"Wake County, North Carolina",4.0,145,Mexican
2661,Tulum Restaurante Bar,27601,"Wake County, North Carolina",3.5,35,Mexican
2662,Dos Taquitos,27612,"Wake County, North Carolina",3.0,99,Mexican
2663,Mi Rancho,27603,"Wake County, North Carolina",3.5,32,Mexican
2664,Don Julio Mexican Restaurant,27587,"Wake County, North Carolina",4.0,50,Mexican
2665,El Rey del Taco,27609,"Wake County, North Carolina",4.5,10,Mexican
2666,Coco Bongo,27607,"Wake County, North Carolina",3.5,27,Mexican
2667,Chilango Tacos & Grill,27604,"Wake County, North Carolina",4.5,8,Mexican
2668,San Jose's Tacos & Tequila,27617,"Wake County, North Carolina",3.5,138,Mexican
2669,El Dorado Authentic Mexican Restaurant,27529,"Wake County, North Carolina",3.5,19,Mexican
2670,Grandotes Taco Grill,27607,"Wake County, North Carolina",5.0,10,Mexican
2671,La Rancherita,27615,"Wake County, North Carolina",3.5,128,Mexican
2672,Fiesta Mexicana,27606,"Wake County, North Carolina",4.0,65,Mexican
2673,El Rinconcito Mexican Grill,27511,"Wake County, North Carolina",4.0,15,Mexican
2674,Seniorita Melissa's Sala,27603,"Wake County, North Carolina",5.0,3,Mexican
2675,Cafe Capistrano,27616,"Wake County, North Carolina",3.5,80,Mexican
2676,Torero's Mexican Restaurant,27511,"Wake County, North Carolina",3.5,136,Mexican
2677,La Taqueria Mexican Grill,27526,"Wake County, North Carolina",4.0,20,Mexican
2678,San Jose Mexican Restaurant,27616,"Wake County, North Carolina",3.5,142,Mexican
2679,El Tapatio,27587,"Wake County, North Carolina",4.0,50,Mexican
2680,Los Tres Mexican Restaurant,27502,"Wake County, North Carolina",4.0,27,Mexican
2681,Tacos Mexico Restaurant,27502,"Wake County, North Carolina",3.5,78,Mexican
2682,Tijuana Flats,27609,"Wake County, North Carolina",4.0,118,Mexican
2683,Los Tres Magueyes,27617,"Wake County, North Carolina",3.5,116,Mexican
2684,El Rodeo,27601,"Wake County, North Carolina",3.5,22,Mexican
2685,Gonza Tacos Y Tequila,27587,"Wake County, North Carolina",4.0,132,Mexican
2686,Arandas Mexican Cuisine,27502,"Wake County, North Carolina",3.5,84,Mexican
2687,Armadillo Grill,27603,"Wake County, North Carolina",3.5,129,Mexican
2688,Los Tres Magueyes,27571,"Wake County, North Carolina",4.0,23,Mexican
2689,Las Margaritas Mexican Restaurant,27587,"Wake County, North Carolina",4.0,75,Mexican
2690,Las Margaritas Mexican Restaurant II,27615,"Wake County, North Carolina",3.5,56,Mexican
2691,Fiorentine Cafe,27529,"Wake County, North Carolina",5.0,3,Mexican
2692,San Jose Mex & Tequila Bar,27614,"Wake County, North Carolina",4.0,43,Mexican
2693,Don Beto El Poblano,27604,"Wake County, North Carolina",4.5,7,Mexican
2694,San Juan Mexican Reataurant,27616,"Wake County, North Carolina",4.0,44,Mexican
2695,Paletería La Monarca Michoacana,27604,"Wake County, North Carolina",4.5,3,Mexican
2696,Gonza Tacos Y Tequila,27518,"Wake County, North Carolina",3.5,52,Mexican
2697,Agave Mexican Bar & Grill,27591,"Wake County, North Carolina",4.0,21,Mexican
2698,Salsa Fresh,27612,"Wake County, North Carolina",4.0,83,Mexican
2699,Los Tres Magueyes,27560,"Wake County, North Carolina",3.5,114,Mexican
2700,Plaza Del Mariachi,27597,"Wake County, North Carolina",4.0,10,Mexican
2701,Flying Burrito,27613,"Wake County, North Carolina",3.5,256,Mexican
2702,Bravo's Mexican Grill,27513,"Wake County, North Carolina",3.5,110,Mexican
2703,El Dorado Authentic Mexican Restaurant,27604,"Wake County, North Carolina",3.5,28,Mexican
2704,Fiesta Mexicana Holly Springs,27540,"Wake County, North Carolina",3.5,80,Mexican
2705,Red Pepper Asian,27610,"Wake County, North Carolina",4.5,169,Chinese
2706,Fu Kee Express,27616,"Wake County, North Carolina",4.5,180,Chinese
2707,Imperial Garden Chinese Restaurant,27615,"Wake County, North Carolina",4.0,105,Chinese
2708,C&T Wok,27560,"Wake County, North Carolina",4.0,428,Chinese
2709,Ni Asian Kitchen,27615,"Wake County, North Carolina",4.5,107,Chinese
2710,Pearl Chinese Restaurant,27606,"Wake County, North Carolina",3.5,82,Chinese
2711,Peace China,27604,"Wake County, North Carolina",3.5,88,Chinese
2712,Five Star Restaurant,27603,"Wake County, North Carolina",3.5,163,Chinese
2713,Mr Dumpling,27502,"Wake County, North Carolina",4.0,51,Chinese
2714,Peng's Asian Cusine,27560,"Wake County, North Carolina",4.0,67,Chinese
2715,China Star,27610,"Wake County, North Carolina",5.0,11,Chinese
2716,China Uno,27540,"Wake County, North Carolina",4.0,103,Chinese
2717,China Won,27603,"Wake County, North Carolina",4.5,38,Chinese
2718,Taipei 101,27511,"Wake County, North Carolina",4.0,178,Chinese
2719,Taipei Café,27560,"Wake County, North Carolina",4.0,103,Chinese
2720,Hibachi China 88,27529,"Wake County, North Carolina",4.0,29,Chinese
2721,Nice Bowls Asian Cuisine,27513,"Wake County, North Carolina",4.5,19,Chinese
2722,Beansprout Chinese Restaurant,27607,"Wake County, North Carolina",3.5,70,Chinese
2723,Jin Jin China,27603,"Wake County, North Carolina",4.5,10,Chinese
2724,Szechuan Garden,27560,"Wake County, North Carolina",4.0,70,Chinese
2725,Good Harvest,27511,"Wake County, North Carolina",4.0,66,Chinese
2726,Red Dragon Chinese Restaurant,27608,"Wake County, North Carolina",3.0,67,Chinese
2727,Panda Garden,27587,"Wake County, North Carolina",4.5,19,Chinese
2728,Asian Garden,27513,"Wake County, North Carolina",4.0,62,Chinese
2729,Panda King,27587,"Wake County, North Carolina",4.0,27,Chinese
2730,King Chef,27604,"Wake County, North Carolina",3.5,11,Chinese
2731,China King,27529,"Wake County, North Carolina",3.5,15,Chinese
2732,China House,27545,"Wake County, North Carolina",3.5,11,Chinese
2733,China Best,27540,"Wake County, North Carolina",4.0,32,Chinese
2734,Taste of China,27610,"Wake County, North Carolina",4.0,21,Chinese
2735,Wang's Kitchen,27610,"Wake County, North Carolina",3.5,10,Chinese
2736,Golden Dragon,27607,"Wake County, North Carolina",3.5,39,Chinese
2737,Panda House Chinese Restaurant,27603,"Wake County, North Carolina",4.0,7,Chinese
2738,Good Taste,27597,"Wake County, North Carolina",4.5,9,Chinese
2739,Mei Wei Asian Diner,27526,"Wake County, North Carolina",4.0,58,Chinese
2740,Rainbow King,27587,"Wake County, North Carolina",4.0,35,Chinese
2741,Peking Garden,27609,"Wake County, North Carolina",3.5,76,Chinese
2742,J. Alexander's Restaurant,27612,"Wake County, North Carolina",4.0,164,American (Traditional)
2743,Parkside,27601,"Wake County, North Carolina",4.0,147,American (Traditional)
2744,Aggie's Grill Station,27604,"Wake County, North Carolina",4.5,64,American (Traditional)
2745,The Mason Jar Tavern,27526,"Wake County, North Carolina",4.0,103,American (Traditional)
2746,Winston's Grille,27615,"Wake County, North Carolina",4.0,212,American (Traditional)
2747,Metro Diner,27615,"Wake County, North Carolina",4.0,269,American (Traditional)
2748,Capital Club 16,27601,"Wake County, North Carolina",4.0,211,American (Traditional)
2749,Hayes Barton Café & Dessertery,27608,"Wake County, North Carolina",4.5,206,American (Traditional)
2750,Watkins Grill,27604,"Wake County, North Carolina",4.0,52,American (Traditional)
2751,Manhattan Cafe,27601,"Wake County, North Carolina",4.5,80,American (Traditional)
2752,Willie Mae's Country Kitchen,27545,"Wake County, North Carolina",4.0,1,American (Traditional)
2753,Hangover Grill,27607,"Wake County, North Carolina",4.5,84,American (Traditional)
2754,BottleDog Bites & Brews,27513,"Wake County, North Carolina",4.5,54,American (Traditional)
2755,Mitch's Tavern,27607,"Wake County, North Carolina",4.0,175,American (Traditional)
2756,The Pit,27601,"Wake County, North Carolina",4.0,2209,American (Traditional)
2757,Side Street Restaurant,27601,"Wake County, North Carolina",4.0,39,American (Traditional)
2758,Tobacco Road Sports Cafe & Brewery,27603,"Wake County, North Carolina",4.0,49,American (Traditional)
2759,Circus Family Restaurant,27604,"Wake County, North Carolina",3.5,23,American (Traditional)
2760,1887 Bistro,27606,"Wake County, North Carolina",4.5,4,American (Traditional)
2761,Locked & Loaded Bar & Grill,27529,"Wake County, North Carolina",4.0,37,American (Traditional)
2762,The Station,27604,"Wake County, North Carolina",4.0,267,American (Traditional)
2763,Flying Saucer Draught Emporium,27601,"Wake County, North Carolina",4.0,368,American (Traditional)
2764,Firehouse Foods,27571,"Wake County, North Carolina",4.5,6,American (Traditional)
2765,Manchester's Grill,27613,"Wake County, North Carolina",4.0,79,American (Traditional)
2766,Dickey's Barbecue Pit,27613,"Wake County, North Carolina",3.0,46,American (Traditional)
2767,Pam's Farm House,27606,"Wake County, North Carolina",4.0,114,American (Traditional)
2768,Golden Corral,27612,"Wake County, North Carolina",3.0,41,American (Traditional)
2769,Bistro In The Park,27513,"Wake County, North Carolina",4.0,10,American (Traditional)
2770,42nd Street Oyster Bar & Seafood Grill,27603,"Wake County, North Carolina",4.0,418,American (Traditional)
2771,Crabtree Grille,27612,"Wake County, North Carolina",4.0,1,American (Traditional)
2772,American Deli,27610,"Wake County, North Carolina",4.0,2,American (Traditional)
2773,Slateplate,27529,"Wake County, North Carolina",4.0,1,American (Traditional)
2774,Aubreys and Peedies Grill,27591,"Wake County, North Carolina",4.5,14,American (Traditional)
2775,Sopranos Grill,27610,"Wake County, North Carolina",4.0,87,American (Traditional)
2776,B B & Y,27617,"Wake County, North Carolina",4.5,36,American (Traditional)
2777,K&W Cafeteria,27605,"Wake County, North Carolina",3.5,51,American (Traditional)
2778,Border Restaurant,27587,"Wake County, North Carolina",4.0,14,American (Traditional)
2779,Two Guys Grille,27560,"Wake County, North Carolina",4.0,109,American (Traditional)
2780,Wakefield Tavern,27614,"Wake County, North Carolina",4.0,131,American (Traditional)
2781,North Ridge Pub,27609,"Wake County, North Carolina",4.0,52,American (Traditional)
2782,Grandma's Diner,27587,"Wake County, North Carolina",3.5,40,American (Traditional)
2783,The Players Retreat,27605,"Wake County, North Carolina",4.0,149,American (Traditional)
2784,Corbett's Burgers and Soda Bar,27511,"Wake County, North Carolina",4.5,286,American (Traditional)
2785,Dickey's Barbecue Pit,27519,"Wake County, North Carolina",4.0,12,American (Traditional)
2786,Mac's Tavern,27511,"Wake County, North Carolina",4.0,63,American (Traditional)
2787,Main Street Grille,27587,"Wake County, North Carolina",4.0,145,American (Traditional)
2788,Waffle House,27603,"Wake County, North Carolina",3.5,5,American (Traditional)
2789,Market Grill,27603,"Wake County, North Carolina",4.0,4,American (Traditional)
2790,DICED,27605,"Wake County, North Carolina",4.0,30,American (Traditional)
2791,River Pub,27614,"Wake County, North Carolina",4.0,41,American (Traditional)
2792,Applebee's Grill + Bar,27545,"Wake County, North Carolina",3.0,27,American (Traditional)
2793,Sports Page,27545,"Wake County, North Carolina",3.5,16,American (Traditional)
2794,Ashworth Drugs,27511,"Wake County, North Carolina",4.5,23,American (Traditional)
2795,First Watch,27616,"Wake County, North Carolina",4.0,178,American (Traditional)
2796,Denny's,27609,"Wake County, North Carolina",3.5,65,American (Traditional)
2797,Dean's Kitchen+Bar,27513,"Wake County, North Carolina",3.5,260,American (Traditional)
2798,The Mason Jar Tavern,27540,"Wake County, North Carolina",4.0,264,American (Traditional)
2799,Jimmy V's Osteria & Bar,27601,"Wake County, North Carolina",3.5,200,American (Traditional)
2800,Village Draft House,27605,"Wake County, North Carolina",3.5,176,American (Traditional)
2801,Chef's Palette Restaurant & Bar,27518,"Wake County, North Carolina",4.0,140,American (Traditional)
2802,Leli's Diner,27587,"Wake County, North Carolina",3.5,131,American (Traditional)
2803,Gooey's American Grille,27587,"Wake County, North Carolina",4.0,96,American (Traditional)
2804,High Park Bar & Grill,27608,"Wake County, North Carolina",3.5,26,American (Traditional)
2805,Sophies,27603,"Wake County, North Carolina",3.0,2,American (Traditional)
2806,The Corner Tavern & Grill,27513,"Wake County, North Carolina",3.5,94,American (Traditional)
2807,Skybox Grill & Bar,27609,"Wake County, North Carolina",3.0,25,American (Traditional)
2808,Zaxby's,27529,"Wake County, North Carolina",4.0,5,American (Traditional)
2809,Village Deli,27587,"Wake County, North Carolina",5.0,3,American (Traditional)
2810,The Point at Glenwood,27608,"Wake County, North Carolina",3.5,84,American (Traditional)
2811,The Pickled Onion Restaurant and Bar,27614,"Wake County, North Carolina",4.0,98,American (Traditional)
2812,Barry's Cafe,27606,"Wake County, North Carolina",4.0,182,American (Traditional)
2813,Remington Grill Burgers and BBQ - Raleigh,27610,"Wake County, North Carolina",3.0,18,American (Traditional)
2814,The Pub,27612,"Wake County, North Carolina",3.0,1,American (Traditional)
2815,Cinebistro at Waverly Place,27518,"Wake County, North Carolina",4.0,184,American (Traditional)
2816,The Piper's Tavern,27615,"Wake County, North Carolina",3.5,110,American (Traditional)
2817,Triple Barrel Tavern,27526,"Wake County, North Carolina",4.0,56,American (Traditional)
2818,Salem Street Pub,27502,"Wake County, North Carolina",4.0,184,American (Traditional)
2819,K & W Cafeteria,27604,"Wake County, North Carolina",3.0,10,American (Traditional)
2820,First Watch,27612,"Wake County, North Carolina",4.0,235,American (Traditional)
2821,Skye Tower Restaurant & Lounge,27603,"Wake County, North Carolina",3.0,14,American (Traditional)
2822,Desy's Grill and Bar,27560,"Wake County, North Carolina",3.5,7,American (Traditional)
2823,Twisted Fork,27616,"Wake County, North Carolina",3.5,258,American (Traditional)
2824,Edwards Mill Bar & Grill,27612,"Wake County, North Carolina",3.0,90,American (Traditional)
2825,Crosstown Pub & Grill,27511,"Wake County, North Carolina",4.0,140,American (Traditional)
2826,Fox & Hound,27609,"Wake County, North Carolina",3.0,148,American (Traditional)
2827,McLean's Ole Time Cafe,27597,"Wake County, North Carolina",3.5,59,American (Traditional)
2828,Char-Grill,27623,"Wake County, North Carolina",2.5,20,American (Traditional)
2829,Red Lobster,27609,"Wake County, North Carolina",3.5,71,American (Traditional)
2830,BurgerFi,27513,"Wake County, North Carolina",4.0,252,American (Traditional)
2831,Waffle House,27607,"Wake County, North Carolina",3.0,35,American (Traditional)
2832,Carolina Ale House,27518,"Wake County, North Carolina",3.5,201,American (Traditional)
2833,Golden Corral,27604,"Wake County, North Carolina",3.0,33,American (Traditional)
2834,Academy Street Bistro,27511,"Wake County, North Carolina",3.5,106,American (Traditional)
2835,Hwy 55 Burgers Shakes & Fries,27526,"Wake County, North Carolina",3.5,16,American (Traditional)
2836,Backyard Bistro,27607,"Wake County, North Carolina",3.0,196,American (Traditional)
2837,Korner Pocket,27616,"Wake County, North Carolina",4.0,14,American (Traditional)
2838,Logan's Roadhouse,27529,"Wake County, North Carolina",3.0,81,American (Traditional)
2839,Scooters Grill & Bar,27616,"Wake County, North Carolina",3.5,7,American (Traditional)
2840,b.good - North Hills,27609,"Wake County, North Carolina",3.5,141,American (Traditional)
2841,JD's Tavern,27502,"Wake County, North Carolina",4.0,137,American (Traditional)
2842,"Ruckus Pizza, Pasta & Spirits",27513,"Wake County, North Carolina",4.0,32,American (Traditional)
2843,29Ten Resto and Bar,27607,"Wake County, North Carolina",2.0,1,American (Traditional)
2844,BurgerFi,27609,"Wake County, North Carolina",3.5,236,American (Traditional)
2845,"Deke""s Grill - Brier Creek Country Club",27617,"Wake County, North Carolina",4.0,5,American (Traditional)
2846,Village Deli and Grill - Cameron Village,27605,"Wake County, North Carolina",3.5,97,American (Traditional)
2847,Wayback Burgers,27616,"Wake County, North Carolina",4.0,16,American (Traditional)
2848,Waffle House,27529,"Wake County, North Carolina",3.0,15,American (Traditional)
2849,Flying Biscuit Cafe - Raleigh,27605,"Wake County, North Carolina",3.5,449,American (Traditional)
2850,Red Robin Gourmet Burgers,27529,"Wake County, North Carolina",2.5,55,American (Traditional)
2851,Ruby Tuesday,27610,"Wake County, North Carolina",2.5,26,American (Traditional)
2852,The Mac House,27614,"Wake County, North Carolina",4.0,79,American (Traditional)
2853,Carolina Ale House,27603,"Wake County, North Carolina",3.0,132,American (Traditional)
2854,Hardee's,27587,"Wake County, North Carolina",3.0,5,American (Traditional)
2855,Hooters,27609,"Wake County, North Carolina",3.0,38,American (Traditional)
2856,Cameron Bar and Grill,27605,"Wake County, North Carolina",3.5,162,American (Traditional)
2857,Goodnights Comedy Club,27603,"Wake County, North Carolina",3.5,114,American (Traditional)
2858,Spring Cafe,27616,"Wake County, North Carolina",3.5,41,American (Traditional)
2859,The Egg & I,27511,"Wake County, North Carolina",4.0,160,American (Traditional)
2860,Nantucket Grill - Raleigh,27614,"Wake County, North Carolina",3.5,121,American (Traditional)
2861,IHOP,27604,"Wake County, North Carolina",2.5,45,American (Traditional)
2862,Sharky's Place,27612,"Wake County, North Carolina",3.5,45,American (Traditional)
2863,Buffalo Brothers Pizza & Wing,27604,"Wake County, North Carolina",4.0,73,American (Traditional)
2864,Kocina Grill,27607,"Wake County, North Carolina",1.0,1,American (Traditional)
2865,Carolina Ale House,27609,"Wake County, North Carolina",2.5,95,American (Traditional)
2866,Carolina Barbecue,27529,"Wake County, North Carolina",3.0,68,American (Traditional)
2867,The Brunch Box,27560,"Wake County, North Carolina",4.0,123,American (Traditional)
2868,Texas Roadhouse,27540,"Wake County, North Carolina",4.0,73,American (Traditional)
2869,Woody's At City Market,27601,"Wake County, North Carolina",3.0,120,American (Traditional)
2870,Quinn's,27612,"Wake County, North Carolina",3.5,2,American (Traditional)
2871,Overtime Sports Pub,27610,"Wake County, North Carolina",3.5,29,American (Traditional)
2872,The Angus Barn,27617,"Wake County, North Carolina",4.0,766,American (Traditional)
2873,Rudino's,27587,"Wake County, North Carolina",4.0,15,American (Traditional)
2874,Papa's Pizza & Wings,27612,"Wake County, North Carolina",3.5,17,American (Traditional)
2875,Waffle House,27604,"Wake County, North Carolina",3.0,17,American (Traditional)
2876,SAS,27513,"Wake County, North Carolina",3.5,2,American (Traditional)
2877,Crawford & Son,27604,"Wake County, North Carolina",4.5,118,American (New)
2878,Stanbury,27604,"Wake County, North Carolina",4.5,231,American (New)
2879,Plates Neighborhood Kitchen,27603,"Wake County, North Carolina",4.0,209,American (New)
2880,Growler USA - Raleigh,27601,"Wake County, North Carolina",3.5,19,American (New)
2881,The Oak,27607,"Wake County, North Carolina",4.0,206,American (New)
2882,Standard Foods,27604,"Wake County, North Carolina",4.0,117,American (New)
2883,Flask & Beaker,27606,"Wake County, North Carolina",3.5,10,American (New)
2884,Royale,27601,"Wake County, North Carolina",4.0,84,American (New)
2885,Humble Pie,27603,"Wake County, North Carolina",4.0,264,American (New)
2886,The Rockford,27603,"Wake County, North Carolina",4.0,216,American (New)
2887,Tazza Kitchen Cameron Village,27605,"Wake County, North Carolina",4.5,315,American (New)
2888,Rock Harbor Grill,27526,"Wake County, North Carolina",3.5,81,American (New)
2889,Oak & Dagger Public House,27604,"Wake County, North Carolina",4.0,142,American (New)
2890,18 Seaboard,27604,"Wake County, North Carolina",4.0,407,American (New)
2891,Taste - Five Points,27608,"Wake County, North Carolina",4.5,21,American (New)
2892,Poole's,27601,"Wake County, North Carolina",4.0,696,American (New)
2893,Mandolin,27608,"Wake County, North Carolina",4.0,258,American (New)
2894,Glenwood Grill,27608,"Wake County, North Carolina",4.5,229,American (New)
2895,Seasons 52,27612,"Wake County, North Carolina",4.5,153,American (New)
2896,Capital Creations Gourmet Pizza,27608,"Wake County, North Carolina",4.0,35,American (New)
2897,Second Empire Restaurant And Tavern,27603,"Wake County, North Carolina",4.5,359,American (New)
2898,Death & Taxes,27601,"Wake County, North Carolina",3.5,194,American (New)
2899,The Provincial,27502,"Wake County, North Carolina",4.0,97,American (New)
2900,Farm Table,27587,"Wake County, North Carolina",3.5,100,American (New)
2901,Bloomsbury Bistro,27608,"Wake County, North Carolina",4.0,64,American (New)
2902,Oak City Meatball Shoppe,27601,"Wake County, North Carolina",4.0,294,American (New)
2903,St. Roch Fine Oysters + Bar,27601,"Wake County, North Carolina",4.5,61,American (New)
2904,Iris,27607,"Wake County, North Carolina",4.0,99,American (New)
2905,Seaboard Cafe,27604,"Wake County, North Carolina",4.5,30,American (New)
2906,Jose and Sons,27601,"Wake County, North Carolina",4.0,389,American (New)
2907,Oak City Cafe,27603,"Wake County, North Carolina",4.5,87,American (New)
2908,Hillbillies,27597,"Wake County, North Carolina",4.0,43,American (New)
2909,My Way Tavern,27605,"Wake County, North Carolina",4.0,64,American (New)
2910,Simple Twist Cafe & Bar,27529,"Wake County, North Carolina",4.5,114,American (New)
2911,Crosstown Pub & Grill,27511,"Wake County, North Carolina",4.0,140,American (New)
2912,La Stella Wood Fired,27607,"Wake County, North Carolina",3.0,41,American (New)
2913,The Cow And The Oak,27604,"Wake County, North Carolina",4.5,10,American (New)
2914,The Mac House,27614,"Wake County, North Carolina",4.0,79,American (New)
2915,Gravy,27601,"Wake County, North Carolina",4.0,408,American (New)
2916,Trophy Tap + Table,27601,"Wake County, North Carolina",3.5,61,American (New)
2917,Rye Bar and Southern Kitchen,27601,"Wake County, North Carolina",3.5,166,American (New)
2918,Lucky 32 Southern Kitchen,27511,"Wake County, North Carolina",4.0,510,American (New)
2919,Tupelo Honey,27605,"Wake County, North Carolina",4.0,594,American (New)
2920,Clouds Brewing,27603,"Wake County, North Carolina",4.0,268,American (New)
2921,Hot Point,27511,"Wake County, North Carolina",4.0,139,American (New)
2922,Tazza Kitchen Stone Creek Village,27519,"Wake County, North Carolina",4.0,85,American (New)
2923,NOFO @ the Pig,27608,"Wake County, North Carolina",3.5,188,American (New)
2924,Bedford Bistro and Bar,27614,"Wake County, North Carolina",4.0,59,American (New)
2925,ORO Restaurant & Lounge,27601,"Wake County, North Carolina",4.0,217,American (New)
2926,Yard House,27609,"Wake County, North Carolina",3.5,457,American (New)
2927,Chef's Palette Restaurant & Bar,27518,"Wake County, North Carolina",4.0,140,American (New)
2928,Beasley's Chicken & Honey,27601,"Wake County, North Carolina",4.0,1232,American (New)
2929,The Raleigh Times Bar,27601,"Wake County, North Carolina",3.5,557,American (New)
2930,My Place,27587,"Wake County, North Carolina",3.5,55,American (New)
2931,Bonefish Grill,27513,"Wake County, North Carolina",3.5,181,American (New)
2932,Irregardless Cafe & Catering,27603,"Wake County, North Carolina",4.0,393,American (New)
2933,Dame's Chicken and Waffles,27513,"Wake County, North Carolina",4.0,207,American (New)
2934,Margaux's Restaurant,27613,"Wake County, North Carolina",4.0,180,American (New)
2935,MoJo's Grill,27529,"Wake County, North Carolina",4.0,42,American (New)
2936,BJ's Restaurant & Brewhouse,27518,"Wake County, North Carolina",3.0,154,American (New)
2937,Tasty 8's,27601,"Wake County, North Carolina",3.5,156,American (New)
2938,Poppyseed Market,27615,"Wake County, North Carolina",4.0,98,American (New)
2939,Midtown Grille,27609,"Wake County, North Carolina",3.5,121,American (New)
2940,Greek Basma,27540,"Wake County, North Carolina",4.5,34,American (New)
2941,Herons,27513,"Wake County, North Carolina",4.0,149,American (New)
2942,Tavern on the Green Eagle Ridge,27603,"Wake County, North Carolina",3.5,8,American (New)
2943,Sunflowers Cafe,27603,"Wake County, North Carolina",3.5,64,American (New)
2944,Village Deli & Grill - Lake Boone Trail,27607,"Wake County, North Carolina",3.5,41,American (New)
2945,Maximillians,27513,"Wake County, North Carolina",3.5,128,American (New)
2946,Famous Toastery,27560,"Wake County, North Carolina",3.5,67,American (New)
2947,The Factory At Goodnights,27603,"Wake County, North Carolina",2.5,5,American (New)
2948,The Big Easy Raleigh,27601,"Wake County, North Carolina",3.0,223,American (New)
2949,Bull and the Bear,27609,"Wake County, North Carolina",3.5,19,American (New)
2950,Pat Murnane's Irish Pub,27587,"Wake County, North Carolina",4.0,36,American (New)
2951,Real McCoy's,27587,"Wake County, North Carolina",3.5,67,American (New)
2952,Craft Public House,27518,"Wake County, North Carolina",3.5,112,American (New)
2953,The Luxury Box,27613,"Wake County, North Carolina",3.5,64,American (New)
